team_name,language,run name,Rouge-1,Rouge-2,Rouge-4,Rouge-L,BertScore-Precision,BertScore-Recall,BertScore-F1
Squad,gujarati,run1.csv,0.18096963848293923,0.0810917852950603,0.03474521097393182,0.17476314744289323,0.7578108906745911,0.6844160556793213,0.7185936570167542
Squad,english,run1.csv,0.22143461882843912,0.05786049524861745,0.011062241594088947,0.17608539739105084,0.8763595819473267,0.844664454460144,0.8600512742996216
Squad,telugu,run1.csv,0.1498158097577982,0.06950711498526572,0.022570297475654824,0.14340488856211409,0.7391892075538635,0.6765152812004089,0.7058459520339966
CSSG,hindi,run1.csv,0.3420585492878691,0.17134522787141335,0.10203766937676846,0.31202608146630645,0.7203953266143799,0.7448967099189758,0.73175448179245
Curious Coders,tamil,run1.csv,0.1962116269218634,0.1174757278877869,0.08011305191952997,0.18724585313481112,0.7122617959976196,0.7282769083976746,0.7197147011756897
Curious Coders,gujarati,run1.csv,0.2722927139381981,0.14674344540979944,0.08600647309316019,0.2607200410014151,0.7485238313674927,0.7302622199058533,0.7388356328010559
Curious Coders,bengali,run1.csv,0.2411364360433879,0.16096782470742424,0.11330713595381148,0.2232932960790962,0.7383722066879272,0.725117027759552,0.7310420274734497
Curious Coders,hindi,run1.csv,0.3310048663816495,0.1629619642866189,0.09784511313861001,0.29809674896249966,0.741008460521698,0.7342678904533386,0.7371206879615784
Curious Coders,english,run1.csv,0.2988601643421493,0.13915893887332276,0.0926932713756083,0.24970427555905395,0.8683927655220032,0.8663894534111023,0.8671898245811462
Curious Coders,kannada,run1.csv,0.05243201400342521,0.009505239956834081,0.0012233315673342304,0.04905633025782138,0.6712974905967712,0.6677379608154297,0.6691474318504333
Curious Coders,telugu,run1.csv,0.19727315664644737,0.11607637388412212,0.07549596745811082,0.19157117547656563,0.7174786925315857,0.7164070010185242,0.7165887951850891
SynopSizers,tamil,run1.csv,0.15472327914719833,0.08765759184145468,0.056105862247193,0.14676007001296115,0.6605622172355652,0.7291689515113831,0.6924717426300049
SynopSizers,gujarati,run1.csv,0.21088207879207604,0.08352617662436328,0.04365236590348683,0.19577158107284223,0.6928600668907166,0.7301279902458191,0.710466206073761
SynopSizers,bengali,run1.csv,0.1956796777519766,0.1224113704935575,0.09376691175701066,0.1693373295703311,0.6755133271217346,0.7319687604904175,0.7013702392578125
SynopSizers,bengali,run1.csv,0.1956796777519766,0.1224113704935575,0.09376691175701066,0.1693373295703311,0.6755133271217346,0.7319687604904175,0.7013702392578125
SynopSizers,english,run1.csv,0.22949627914162965,0.08944198843425598,0.05133629858514622,0.18951707985685903,0.8195210695266724,0.8705878853797913,0.8439000248908997
SynopSizers,english,run1.csv,0.22949627914162965,0.08944198843425598,0.05133629858514622,0.18951707985685903,0.8195210695266724,0.8705878853797913,0.8439000248908997
SynopSizers,english,run1.csv,0.22949627914162965,0.08944198843425598,0.05133629858514622,0.18951707985685903,0.8195210695266724,0.8705878853797913,0.8439000248908997
SCaLAR,english,task_1_english.csv,0.13909162215528828,0.04371602221959575,0.012341463993495916,0.11888176683023426,0.8001669645309448,0.828360378742218,0.8135735392570496
SCaLAR,gujarati,task_1_gujarati.csv,0.08193435050822141,0.024413171964661473,0.004455905202366574,0.0802094380618177,0.4711850881576538,0.6496634483337402,0.5457831621170044
SCaLAR,bengali,task_1_bengali.csv,0.039743374781903436,0.01033663912708419,0.0010456974645791889,0.03794503055324967,0.41784438490867615,0.6080963015556335,0.4947848320007324
SCaLAR,tamil,task_1_tamil.csv,0.009727261160884808,0.00186029657697588,0.00014035698346425592,0.009604570615784375,0.39279884099960327,0.583859384059906,0.46925315260887146
SCaLAR,tamil,task_1_tamil.csv,0.009727261160884808,0.00186029657697588,0.00014035698346425592,0.009604570615784375,0.39279884099960327,0.583859384059906,0.46925315260887146
SCaLAR,tamil,task_1_tamil.csv,0.009727261160884808,0.00186029657697588,0.00014035698346425592,0.009604570615784375,0.39279884099960327,0.583859384059906,0.46925315260887146
SCaLAR,tamil,task_1_tamil.csv,0.009727261160884808,0.00186029657697588,0.00014035698346425592,0.009604570615784375,0.39279884099960327,0.583859384059906,0.46925315260887146
SCaLAR,tamil,task_1_tamil.csv,0.009727261160884808,0.00186029657697588,0.00014035698346425592,0.009604570615784375,0.39279884099960327,0.583859384059906,0.46925315260887146
NITK_Surathkal,english,run1.csv,0.30385492404115205,0.12931661859395915,0.06635072884761374,0.24680828868831073,0.8590661883354187,0.8686133623123169,0.8636142611503601
